Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id,spotify:track:Spotify - id
Bas Ek Kinng,Pritam,Singh Is Kinng (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT130800412,3C6drpmyDmHcf61iFN9H7g,spotify:track:3C6drpmyDmHcf61iFN9H7g
Skechers,DripReport,Skechers,Favorite Songs,Favorite,QZFYX2083092,4z2JaAVPemYJhFKm7e32RA,spotify:track:4z2JaAVPemYJhFKm7e32RA
Jai Ho,A.R. Rahman,Slumdog Millionaire - Music From The Motion Picture,Favorite Songs,Favorite,USUM70848372,4i3MgUew8ynhf49Qwr4IP4,spotify:track:4i3MgUew8ynhf49Qwr4IP4
Soch,Harrdy Sandhu,Soch,Favorite Songs,Favorite,INS181306376,5ACG6R1PbFnP7WHZNVDHAi,spotify:track:5ACG6R1PbFnP7WHZNVDHAi
Ek Mulaqat,Altamash Faridi,Sonali Cable (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INZ031400154,4WhUbzFbmj9ugmFw7d0NMc,spotify:track:4WhUbzFbmj9ugmFw7d0NMc
Sexy And I Know It,LMFAO,Sorry For Party Rocking,Favorite Songs,Favorite,USUM71108090,70Vdd1gx5tn84jkAU31ASv,spotify:track:70Vdd1gx5tn84jkAU31ASv
Kaun Mera,Papon,Special 26,Favorite Songs,Favorite,INS181300030,4137w3YEeQSgz52qxyjxHR,spotify:track:4137w3YEeQSgz52qxyjxHR
Mujh Mein Tu,Keerthi Sagathia,Special 26,Favorite Songs,Favorite,INS181300029,4M36kNFgfTRfssVd7EsAmA,spotify:track:4M36kNFgfTRfssVd7EsAmA
Teri Baaton,Raghav,Storyteller,Favorite Songs,Favorite,TCACR1694486,7BgYR9r202eRYKMgCtebII,spotify:track:7BgYR9r202eRYKMgCtebII
Bulleya,Vishal-Shekhar,Sultan,Favorite Songs,Favorite,INY091600054,3tgdOveYac7YMEAQD9sGLf,spotify:track:3tgdOveYac7YMEAQD9sGLf
"Jaane Kya Dhoondta Hai - From ""Sur (The Melody Of Life)""",Lucky Ali,Sur (The Melody Of Life) [Original Motion Picture Soundtrack],Favorite Songs,Favorite,INUM70500305,4ukvrPZ9N6U9jnTxPfy32J,spotify:track:4ukvrPZ9N6U9jnTxPfy32J
"Aa Bhi Ja Aa Bhi Ja - From ""Sur (The Melody Of Life)""",Lucky Ali,Sur (The Melody Of Life) [Original Motion Picture Soundtrack],Favorite Songs,Favorite,INUM70500303,5XnzIsBtJYuJQPETO0cPeh,spotify:track:5XnzIsBtJYuJQPETO0cPeh
Yun Hi Chala Chal,Udit Narayan,Swades,Favorite Songs,Favorite,INS180461166,3GrTI5vAoDD3VE24VTBJAc,spotify:track:3GrTI5vAoDD3VE24VTBJAc
Yeh Tara Woh Tara,Udit Narayan,Swades,Favorite Songs,Favorite,INS180461164,2HEw0hwnqYCN1w8ANOQXCl,spotify:track:2HEw0hwnqYCN1w8ANOQXCl
Ramta Jogi,Sukhwinder Singh,Taal (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT109900006,2fsPrE2NYiHOHPMuWbjvTj,spotify:track:2fsPrE2NYiHOHPMuWbjvTj
Nahin Saamne Tu,Hariharan,Taal (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT109900003,2VbJADm28rn89sdn2QwzuZ,spotify:track:2VbJADm28rn89sdn2QwzuZ
Ishq Bina,Anuradha Sriram,Taal (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT109900001,4eSptlk4boHEHiFKHnsyoF,spotify:track:4eSptlk4boHEHiFKHnsyoF
Taal Se Taal,Alka Yagnik,Taal (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT109900002,1s2BVgfna5AW7LCw9rf02r,spotify:track:1s2BVgfna5AW7LCw9rf02r
Kahin Aag Lage Lag Jaaye,Asha Bhosle,Taal (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT109900004,5y0t6OQy8nVGoeIoNcQZ7g,spotify:track:5y0t6OQy8nVGoeIoNcQZ7g
Kholo Kholo,Raman Mahadevan,Taare Zameen Par,Favorite Songs,Favorite,INS180706619,1IfhPnZpm0IZOoAM1PDjtw,spotify:track:1IfhPnZpm0IZOoAM1PDjtw
Mann Mera,Gajendra Verma,Table No. 21 (Original Motion Picture Soundtrack),Favorite Songs,Favorite,GBSGZ1200069,3yV2c3cYhkAwSsxAq6nRiv,spotify:track:3yV2c3cYhkAwSsxAq6nRiv
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",Favorite Songs,Favorite,USUG11801723,4w8niZpiMy6qz1mntFA5uM,spotify:track:4w8niZpiMy6qz1mntFA5uM
Jee Le Zaraa,Vishal Dadlani,Talaash,Favorite Songs,Favorite,INS181204499,2r32XiAWtZbT3eLUvf4pag,spotify:track:2r32XiAWtZbT3eLUvf4pag
Tanha Dil,Shaan,Tanha Dil...,Favorite Songs,Favorite,INV140000300,4kO9vFarqUPNwlgFnVNgVh,spotify:track:4kO9vFarqUPNwlgFnVNgVh
Tashan Mein,Vishal-Shekhar,Tashan,Favorite Songs,Favorite,INY090800009,25Is018fCwnTh4zlK5DrMJ,spotify:track:25Is018fCwnTh4zlK5DrMJ
Dil Haara,Vishal-Shekhar,Tashan,Favorite Songs,Favorite,INY090800001,5wIwMpBfTKoGmuOphrYrum,spotify:track:5wIwMpBfTKoGmuOphrYrum
Ek Nazar Mein Bhi,KK,Taxi No. 9211,Favorite Songs,Favorite,INH100600431,0mZojrLOYUFofE20NNjuVR,spotify:track:0mZojrLOYUFofE20NNjuVR
Tera Chehra,Adnan Sami,Tera Chehra,Favorite Songs,Favorite,INS180241112,14uXhHNINQqjl2hngD21s9,spotify:track:14uXhHNINQqjl2hngD21s9
Nain Se Naino Ko Mila,Adnan Sami,Tera Chehra,Favorite Songs,Favorite,INS180241119,5dU0yXUXYjP1e6e2s6OSh2,spotify:track:5dU0yXUXYjP1e6e2s6OSh2
Meri Yaad,Adnan Sami,Tera Chehra,Favorite Songs,Favorite,INS180241113,0dowKV8zeOJjbc7ikMskIR,spotify:track:0dowKV8zeOJjbc7ikMskIR
Kabhi Nahee,Adnan Sami,Tera Chehra,Favorite Songs,Favorite,INS180241111,3zeTPFtnlR72qRnBH3g2xd,spotify:track:3zeTPFtnlR72qRnBH3g2xd
Tere Bina (Chain Mujhe Ab Aaye Na),Adnan Sami,Tera Chehra,Favorite Songs,Favorite,INS180241114,2CPGQ7WaEkOICeEw0by4ZL,spotify:track:2CPGQ7WaEkOICeEw0by4ZL
Tera Ghata,Gajendra Verma,Tera Ghata,Favorite Songs,Favorite,INV421800029,0JBhoxPKHJc1ZeJrjSt0VO,spotify:track:0JBhoxPKHJc1ZeJrjSt0VO
Kabhi Yaadon Mein Aaun,Abhijeet,Tere Bina,Favorite Songs,Favorite,INS180351363,1VO2GtGchLJmnJFQZZlEux,spotify:track:1VO2GtGchLJmnJFQZZlEux
The Break Up Mashup,Nandini Srikar,The Break Up Mashup,Favorite Songs,Favorite,INS181401197,4PqjRiltcMpXoc7orVH5Dc,spotify:track:4PqjRiltcMpXoc7orVH5Dc
Teri Yaadon Mein,KK,The Killer,Favorite Songs,Favorite,INS180600780,4ZVfIGaZP93t0stmBj4FqA,spotify:track:4ZVfIGaZP93t0stmBj4FqA
Kehdoon Tumhen (Close To U),Vaishali Samant,The Return Of Daddy Mix,Favorite Songs,Favorite,INUM70500721,2up5kZEADyiPGQNDhgdDVl,spotify:track:2up5kZEADyiPGQNDhgdDVl
Mausam,Mithoon,The Train,Favorite Songs,Favorite,INS180702211,1SDzEed9leGGDVJIv2GPUE,spotify:track:1SDzEed9leGGDVJIv2GPUE
Tere Nainon Mein,The Bilz & Kashif,The Trinity,Favorite Songs,Favorite,TCABM1381768,3OhyYFXr9EDgQcOW1SqCKS,spotify:track:3OhyYFXr9EDgQcOW1SqCKS
Beat It,Michael Jackson,Thriller 25 Super Deluxe Edition,Favorite Songs,Favorite,USSM19902990,1OOtq8tRnDM8kG2gqUPjAj,spotify:track:1OOtq8tRnDM8kG2gqUPjAj
Jhoom Jhoom,Himesh Reshammiya,Tom Dick And Harry,Favorite Songs,Favorite,INS180600195,5WS98kb4hHIS6Bo3yG1IPR,spotify:track:5WS98kb4hHIS6Bo3yG1IPR
New Divide,Linkin Park,Transformers: Revenge Of The Fallen The Album,Favorite Songs,Favorite,USWB10901893,6Wx88Mv6b9ofjKMKkdwOJd,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd
Ghetto,Akon,Trouble Deluxe Edition,Favorite Songs,Favorite,USUR10301224,0B7k1xHowuX1E59Ifapl4g,spotify:track:0B7k1xHowuX1E59Ifapl4g
Radha Hi Bawari,Swapnil Bandodkar,Tu Majha Kinara,Favorite Songs,Favorite,INS100500002,1Vf49njX5n3f50BHd7Xz56,spotify:track:1Vf49njX5n3f50BHd7Xz56
Teri Fariyad,Rekha Bhardwaj,Tum Bin 2,Favorite Songs,Favorite,INS181601795,369oZK7hzwq2wHzRWzs9xh,spotify:track:369oZK7hzwq2wHzRWzs9xh
Tu Hi Haqeeqat,Pritam,Tum Mile (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170900406,3OLFqbd9ZeVjaUKTiaLsD6,spotify:track:3OLFqbd9ZeVjaUKTiaLsD6
Udd Gaye - Bacardi House Party Sessions,Ritviz,Udd Gaye (Bacardi House Party Sessions),Favorite Songs,Favorite,FRX201782605,6wZJsut8fjiWiMPaccRAOX,spotify:track:6wZJsut8fjiWiMPaccRAOX
Morya Morya,Ajay,Uladhaal (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INV280800020,7M587gUiVreE896xpUzQjR,spotify:track:7M587gUiVreE896xpUzQjR
Gulabi Aankhen,Sanam,Universally SANAM,Favorite Songs,Favorite,INUM71900031,1ccZZf0IQi5y0bHMl2aGDF,spotify:track:1ccZZf0IQi5y0bHMl2aGDF
What Makes You Beautiful,One Direction,Up All Night,Favorite Songs,Favorite,GBHMU1100018,4cluDES4hQEUhmXj6TXkSo,spotify:track:4cluDES4hQEUhmXj6TXkSo
Tere Liye,Madan Mohan,Veer - Zaara,Favorite Songs,Favorite,INY090400015,3i11e2jzUtO3jChiFl3v9x,spotify:track:3i11e2jzUtO3jChiFl3v9x
"Gale Lag Ja Na Ja (From ""De Dana Dan"")",Javed Ali,Versatile Bollywood Actor - Akshay Kumar,Favorite Songs,Favorite,INV110900901,0ytIKDOtfWCwyM0ioixuaX,spotify:track:0ytIKDOtfWCwyM0ioixuaX
Le Le Mazaa Le,Suzanne,Wanted,Favorite Songs,Favorite,INS180902920,0V6i9XZ7NOfXQAygSaswnM,spotify:track:0V6i9XZ7NOfXQAygSaswnM
Wasseypur,Subodh Su2,Wasseypur,Favorite Songs,Favorite,AEA0D1974389,0DOFg0G0aukEFsGBPeKao7,spotify:track:0DOFg0G0aukEFsGBPeKao7
Tere Bin,Sonu Nigam,Wazir,Favorite Songs,Favorite,INS181502098,3F5PXirySr1SjFZWOcSUbS,spotify:track:3F5PXirySr1SjFZWOcSUbS
Kiya Kiya,Anand Raj Anand,Welcome (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT130700348,0YCPCY9WhQFMFtoSpj6dhL,spotify:track:0YCPCY9WhQFMFtoSpj6dhL
Why This Kolaveri Di? - The Soup of Love,Anirudh Ravichander,Why This Kolaveri Di? (The Soup of Love),Favorite Songs,Favorite,INS171101335,2VGs7EmaIxq96Wcog6DQOc,spotify:track:2VGs7EmaIxq96Wcog6DQOc
Blue Gangsta,Michael Jackson,XSCAPE,Favorite Songs,Favorite,USSM11401750,36lVpg8hgy37iZEazTOJBb,spotify:track:36lVpg8hgy37iZEazTOJBb
Xscape (Original Version),Michael Jackson,XSCAPE,Favorite Songs,Favorite,USSM11401759,48rgfUDLasxWtrbVbWAvqH,spotify:track:48rgfUDLasxWtrbVbWAvqH
A Place With No Name (Original Version),Michael Jackson,XSCAPE,Favorite Songs,Favorite,USSM11401755,4ou1FyPwLpzeOU3YjeQ4Mw,spotify:track:4ou1FyPwLpzeOU3YjeQ4Mw
Balam Pichkari,Pritam,Yeh Jawaani Hai Deewani,Favorite Songs,Favorite,INS181303493,18e3XXYCv4Tx8uUl1mP3CN,spotify:track:18e3XXYCv4Tx8uUl1mP3CN
Ilahi,Pritam,Yeh Jawaani Hai Deewani,Favorite Songs,Favorite,INS181303779,5cgKosPPj5Cs9a2JQufUc1,spotify:track:5cgKosPPj5Cs9a2JQufUc1
Yoriichi Theme,Samuel Kim,Yoriichi Theme,Favorite Songs,Favorite,QZFZ32266065,0LF8z56v8DrOY8FprsSuKL,spotify:track:0LF8z56v8DrOY8FprsSuKL
Yuh Toh Banjar,Tushar Khair,Yuh Toh Banjar,Favorite Songs,Favorite,INU251801268,1DS32FWs5fpiido3rEeGCK,spotify:track:1DS32FWs5fpiido3rEeGCK
Khuda Hafiz Anjaani Anjaana,Sunitha Sarathy,Yuva (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INV110400079,1R1Ydsav3CXKHS14whfs49,spotify:track:1R1Ydsav3CXKHS14whfs49
Kabhi Neem Neem,Madhushree,Yuva (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INV110400080,2saVO8vB4BX8kCHaZCuIIF,spotify:track:2saVO8vB4BX8kCHaZCuIIF
Woh Lamhe Woh Baatein,Atif Aslam,Zeher,Favorite Songs,Favorite,INH100502936,5fwRhPXAvGgzUxW62ZCvEg,spotify:track:5fwRhPXAvGgzUxW62ZCvEg
Mere Naam Tu,Abhay Jodhpurkar,Zero,Favorite Songs,Favorite,INS181802731,5fZ0oNVVUQe11KGpgcDCrY,spotify:track:5fZ0oNVVUQe11KGpgcDCrY
"Beete Lamhein (From ""The Train"")",KK,Zindagi Do Pal Ki - K.K. All Time Hits,Favorite Songs,Favorite,INS180702210,0dJacN6K3mSGLE9p7QE0lO,spotify:track:0dJacN6K3mSGLE9p7QE0lO
Ik Junoon (Paint It Red),Vishal Dadlani,Zindagi Na Milegi Dobara,Favorite Songs,Favorite,INS181101716,7e6qTHVfRdaYsio90s1fHC,spotify:track:7e6qTHVfRdaYsio90s1fHC
Dil Dhadakne Do,Joi Barua,Zindagi Na Milegi Dobara,Favorite Songs,Favorite,INS181101715,46elU7IBKWf55D5sjHGqO7,spotify:track:46elU7IBKWf55D5sjHGqO7
