Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id,spotify:track:Spotify - id
Aaja Ve Mahi,Alka Yagnik,Fida (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT100400024,2rK4v7coGGbTQG3fHAuMmO,spotify:track:2rK4v7coGGbTQG3fHAuMmO
Troublemaker,Akon,Freedom,Favorite Songs,Favorite,USUM70845756,0O3vchDpKl6jbS8hvnd2fD,spotify:track:0O3vchDpKl6jbS8hvnd2fD
We Don't Care,Akon,Freedom,Favorite Songs,Favorite,USUM70845929,312gxVSmGfnxVOt1E8xT00,spotify:track:312gxVSmGfnxVOt1E8xT00
Sunny Day,Akon,Freedom,Favorite Songs,Favorite,USUM70845943,4UZpKUCSNmOr6r6Nd4SSwR,spotify:track:4UZpKUCSNmOr6r6Nd4SSwR
Right Now (Na Na Na),Akon,Freedom,Favorite Songs,Favorite,USUM70837868,2VqAEP1yY5T523K7bZtL8a,spotify:track:2VqAEP1yY5T523K7bZtL8a
Keep You Much Longer,Akon,Freedom,Favorite Songs,Favorite,USUM70845928,2vmGdxSGSkWTZJmtDLPvGC,spotify:track:2vmGdxSGSkWTZJmtDLPvGC
Freedom,Akon,Freedom,Favorite Songs,Favorite,USUM70845946,1XINt0SqqXgpC1G8t6efg3,spotify:track:1XINt0SqqXgpC1G8t6efg3
Clap Again,Akon,Freedom,Favorite Songs,Favorite,USUM70847896,46OXeOikRrdTGLCYXxBUqs,spotify:track:46OXeOikRrdTGLCYXxBUqs
Beautiful,Akon,Freedom,Favorite Songs,Favorite,USUM70845927,0lqYRbRiGc5oiCUW51JH5s,spotify:track:0lqYRbRiGc5oiCUW51JH5s
Dhup Chik,Raftaar,Fugly,Favorite Songs,Favorite,INS181400956,21lyA2vyS98vmmW2NUdd9a,spotify:track:21lyA2vyS98vmmW2NUdd9a
Ganesh Gaitonde,Subodh Su2,Ganesh Gaitonde,Favorite Songs,Favorite,AEA0D1983834,3NstFwiKjdsmEFNwCOTPxg,spotify:track:3NstFwiKjdsmEFNwCOTPxg
Shree Ganeshay Dheemahi,Ajay-Atul,Ganesha Symphonic Chants Experience,Favorite Songs,Favorite,NLA930600107,7sRyejjZ7Ebkgo1sy6Gmfj,spotify:track:7sRyejjZ7Ebkgo1sy6Gmfj
Hunter,Vedesh Sookoo,Gangs Of Wasseypur,Favorite Songs,Favorite,INS181201589,420E2n9BEBXL8J7uYAWXtR,spotify:track:420E2n9BEBXL8J7uYAWXtR
Tu Hi Meri Shab Hai,KK,Gangster,Favorite Songs,Favorite,INH100605328,4IGfpRPTnhzZyL74Ilubrb,spotify:track:4IGfpRPTnhzZyL74Ilubrb
Bheegi Bheegi,James,Gangster,Favorite Songs,Favorite,INH100605329,2YrSozvJeJCMqEaQ9EVLfD,spotify:track:2YrSozvJeJCMqEaQ9EVLfD
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,"Garmi (From ""Street Dancer 3D"")",Favorite Songs,Favorite,INS181905948,6q9XTgfWilsnyiFofvYrIF,spotify:track:6q9XTgfWilsnyiFofvYrIF
Genda Phool (feat. Payal Dev),Badshah,Genda Phool (feat. Payal Dev),Favorite Songs,Favorite,INS172000876,0gzu5mm36VJH2Zqu8sQPTf,spotify:track:0gzu5mm36VJH2Zqu8sQPTf
Kaise Mujhe,Benny Dayal,Ghajini,Favorite Songs,Favorite,INS180809766,53DXM0bHfB7xkqJZYlksuh,spotify:track:53DXM0bHfB7xkqJZYlksuh
"Ghalat Fehmi - From ""Superstar""",Asim Azhar,"Ghalat Fehmi (From ""Superstar"")",Favorite Songs,Favorite,PKA0A1905755,5mnvugwfFYnJm9zuyGkgqF,spotify:track:5mnvugwfFYnJm9zuyGkgqF
Slowly Slowly,Sachin-Jigar,Go Goa Gone (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171300264,2Z5IsY5dxdYZArJ1aYbaHZ,spotify:track:2Z5IsY5dxdYZArJ1aYbaHZ
Khoon Choos Le,Sachin-Jigar,Go Goa Gone (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171300269,2u9BD3PcGW3yDzgDKoEdEd,spotify:track:2u9BD3PcGW3yDzgDKoEdEd
Babaji Ki Booti,Sachin-Jigar,Go Goa Gone (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171300273,4OFgWq4bcGSFH9RSrr30Po,spotify:track:4OFgWq4bcGSFH9RSrr30Po
"Saadi Galli Aaja (From ""Nautanki Saala !"")",Ayushmann Khurrana,Guitar Cafe - Ayushmann Khurrana,Favorite Songs,Favorite,INS181302177,6nY1ltTC3zjULeJgUYjywE,spotify:track:6nY1ltTC3zjULeJgUYjywE
Mayya,A.R. Rahman,Guru (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170601062,0hp4qW1zgKnBBiyyAdW3Sz,spotify:track:0hp4qW1zgKnBBiyyAdW3Sz
Ay Hairathe,A.R. Rahman,Guru (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170601063,3Bq7CnWgfvplEzGSVXUvOe,spotify:track:3Bq7CnWgfvplEzGSVXUvOe
Tere Bina,A.R. Rahman,Guru (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170601060,4FeczSomVWVyU4FW7xDeAI,spotify:track:4FeczSomVWVyU4FW7xDeAI
Udi,Sunidhi Chauhan,Guzaarish,Favorite Songs,Favorite,INS181008678,3B5pWnmR739mZFh4eVdFla,spotify:track:3B5pWnmR739mZFh4eVdFla
Tera Zikr,Shail Hada,Guzaarish,Favorite Songs,Favorite,INS181008675,1UQbGGBQKyNU1tfCQS96Rx,spotify:track:1UQbGGBQKyNU1tfCQS96Rx
Aankhen Bhi Hoti Hai Dil Ki Zuban,Abhijeet,Haasil,Favorite Songs,Favorite,INT131300414,1vzSUpg3xf4hVus0vQuRLa,spotify:track:1vzSUpg3xf4hVus0vQuRLa
Bismil,Sukhwinder Singh,Haider,Favorite Songs,Favorite,INU151400119,7EadaXiYHu40vxlHyE1ib7,spotify:track:7EadaXiYHu40vxlHyE1ib7
Aao Na,Vishal Dadlani,Haider,Favorite Songs,Favorite,INU151400118,1d11xbMYeK2ldGOl5QiV2e,spotify:track:1d11xbMYeK2ldGOl5QiV2e
Humnava,Mithoon,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171500732,5lLRB1nnTy1p8nFaH1Vdyf,spotify:track:5lLRB1nnTy1p8nFaH1Vdyf
Hasi - Male Version,Ami Mishra,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171500727,32765xcLM1fd6wQIpkN9A0,spotify:track:32765xcLM1fd6wQIpkN9A0
"Mileya Mileya (From ""Happy Ending)",Rekha Bhardwaj,Happy Ending (Original Motion Picture Soundtrack),Favorite Songs,Favorite,GBSGZ1400215,0F2JKW9PYQgqSmyNM3IV2W,spotify:track:0F2JKW9PYQgqSmyNM3IV2W
"Adhir Man Jhale - From ""Nilkanth Master""",Shreya Ghoshal,Heart Touching Marathi Songs,Favorite Songs,Favorite,INR321600005,07Gtj051J0INMlzv0yshgw,spotify:track:07Gtj051J0INMlzv0yshgw
Main Dhoondne Ko Zamaane Mein,Arijit Singh,Heartless,Favorite Songs,Favorite,INS181306923,75p6BrziB5urmwPCeXl3y7,spotify:track:75p6BrziB5urmwPCeXl3y7
Saaiyaan,Salim–Sulaiman,Heroine (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INU151200108,4lSs8Q2cYcrEy2aps8MPgx,spotify:track:4lSs8Q2cYcrEy2aps8MPgx
High Rated Gabru,Guru Randhawa,High Rated Gabru,Favorite Songs,Favorite,INS181701138,60uVumQU74E83X5dbLHKhN,spotify:track:60uVumQU74E83X5dbLHKhN
Maahi Ve,A.R. Rahman,Highway,Favorite Songs,Favorite,INS181400105,1sbW5E7w8tnqpYk0Frx8QG,spotify:track:1sbW5E7w8tnqpYk0Frx8QG
Patakha Guddi,Sultana,Highway,Favorite Songs,Favorite,INS181400022,7jpmNt5iCtSdXuT1xEGp8O,spotify:track:7jpmNt5iCtSdXuT1xEGp8O
Oh Ho Ho Ho (Remix),Sukhbir,Hindi Medium,Favorite Songs,Favorite,INS181700709,3F0I9AkbRwz12yz7Hxn0bF,spotify:track:3F0I9AkbRwz12yz7Hxn0bF
"Towards The Sun - From The ""Home"" Soundtrack",Rihanna,Home (Original Motion Picture Soundtrack),Favorite Songs,Favorite,QM5FT1500001,6cy83P2limyzaFSl3OoQe0,spotify:track:6cy83P2limyzaFSl3OoQe0
"Drop That - From The ""Home"" Soundtrack",Jacob Plant,Home (Original Motion Picture Soundtrack),Favorite Songs,Favorite,QM5FT1500004,3qDML2WJoFe3iCbLaxYaVh,spotify:track:3qDML2WJoFe3iCbLaxYaVh
Sajna Ji Vaari Vaari,Vishal-Shekhar,Honeymoon Travels Pvt. Ltd.,Favorite Songs,Favorite,INS180700056,66wEHvHkE7iz73PEob4Y98,spotify:track:66wEHvHkE7iz73PEob4Y98
Hornn Blow,Harrdy Sandhu,Hornn Blow,Favorite Songs,Favorite,INS181600604,170bb45dHeLQdCZjAltIiB,spotify:track:170bb45dHeLQdCZjAltIiB
Jooma Chumma De De,Sudesh Bhosle,Hum,Favorite Songs,Favorite,INH109238920,0oy4Zk7CVLObwnDX8YZZ1e,spotify:track:0oy4Zk7CVLObwnDX8YZZ1e
Albela Sajan,Sultan Khan,Hum Dil De Chuke Sanam,Favorite Songs,Favorite,INS189911120,3KMub0Ud64WTbc2ELy6ZQW,spotify:track:3KMub0Ud64WTbc2ELy6ZQW
"Humnava (From ""Hamari Adhuri Kahani"")",Mithoon,"Humnava (From ""Hamari Adhuri Kahani"")",Favorite Songs,Favorite,INS171500732,4wqyrrwu6HCZWqdbOx53JX,spotify:track:4wqyrrwu6HCZWqdbOx53JX
Bardaasht,KK,Humraaz (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INV110200309,05dXyzyAV2YthlmLVZ2QIp,spotify:track:05dXyzyAV2YthlmLVZ2QIp
In the End,Linkin Park,Hybrid Theory (Bonus Edition),Favorite Songs,Favorite,USWB10002407,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq
"Iktara (From ""Wake Up Sid"")",Amit Trivedi,I Love You...Forever,Favorite Songs,Favorite,INS170900329,0bmp0lE3ArELHqda9PBMVG,spotify:track:0bmp0lE3ArELHqda9PBMVG
Illegal Weapon,Garry Sandhu,Illegal Weapon,Favorite Songs,Favorite,FRX201706358,3Oe3VdPn6rAueriQvFhCBA,spotify:track:3Oe3VdPn6rAueriQvFhCBA
Chadhta Sooraj Dheere Dheere,Mujtaba Aziz Naza,Indu Sarkar,Favorite Songs,Favorite,INH101707055,58fITobMKrHLAQRRfWzrRC,spotify:track:58fITobMKrHLAQRRfWzrRC
Gabhru,Jstar,International Villager,Favorite Songs,Favorite,INM431101200,46o9zQ9jBIo9jJEeaOIVZd,spotify:track:46o9zQ9jBIo9jJEeaOIVZd
Brown Rang,Yo Yo Honey Singh,International Villager,Favorite Songs,Favorite,INM431101193,3yRLROmAcKJBqTrdEczFB8,spotify:track:3yRLROmAcKJBqTrdEczFB8
Ishaqzaade,Amit Trivedi,Ishaqzaade,Favorite Songs,Favorite,INY091200001,74dP5hqakjK6WAs05TqOwb,spotify:track:74dP5hqakjK6WAs05TqOwb
Dil To Bachcha Hai,Rahat Fateh Ali Khan,Ishqiya,Favorite Songs,Favorite,INS180907603,3EFGRGsshk0NWidcXfhKvw,spotify:track:3EFGRGsshk0NWidcXfhKvw
Ibn - E - Batuta,Sukhwinder Singh,Ishqiya,Favorite Songs,Favorite,INS180907604,6T8vyAyrbKSLjS6cOpjIeB,spotify:track:6T8vyAyrbKSLjS6cOpjIeB
Ishq Shava,A.R. Rahman,Jab Tak Hai Jaan,Favorite Songs,Favorite,INY091200034,3RTL7zAwEu9vi5F4M9zeX1,spotify:track:3RTL7zAwEu9vi5F4M9zeX1
Nagada Nagada,Pritam,Jab We Met,Favorite Songs,Favorite,INS180705984,2W6bC4K4e6y42HnYTA5yHO,spotify:track:2W6bC4K4e6y42HnYTA5yHO
Aaoge Jab Tum,Rashid Khan,Jab We Met,Favorite Songs,Favorite,INS180705987,3fWMFwaJil8fD14JCgwbcL,spotify:track:3fWMFwaJil8fD14JCgwbcL
Aao Milo Chalo,Pritam,Jab We Met,Favorite Songs,Favorite,INS180705985,6ocOeSjnWPcSTaSsi0zIdY,spotify:track:6ocOeSjnWPcSTaSsi0zIdY
Kabhi Jo Baadal Barse,Arijit Singh,Jackpot,Favorite Songs,Favorite,INS181306448,3MVPReTwLNOBFb6KjiIRNM,spotify:track:3MVPReTwLNOBFb6KjiIRNM
Zara Sa,Pritam,Jannat (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170800033,18YHbIhrleUkKKj2DvEp79,spotify:track:18YHbIhrleUkKKj2DvEp79
Judai,Pritam,Jannat (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170800040,7LGgRybx6vnACSRnYcGmMl,spotify:track:7LGgRybx6vnACSRnYcGmMl
Haan Tu Hain,Pritam,Jannat (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170800035,4vgCpNUUcpEIBifidhQOnR,spotify:track:4vgCpNUUcpEIBifidhQOnR
Rab Ka Shukrana,Pritam,Jannat 2 (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171200266,2VJIaxgWeyw9loL1sqKl7c,spotify:track:2VJIaxgWeyw9loL1sqKl7c
Tujhe Sochta Hoon,Pritam,Jannat 2 (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171200261,47l2Dd3XPBLio3kjbEMyDJ,spotify:track:47l2Dd3XPBLio3kjbEMyDJ
Ye Go Ye Ye Maina,Ajay,Jatra,Favorite Songs,Favorite,INV270700008,1rWgOmXy2OH05Lyi2z7nZo,spotify:track:1rWgOmXy2OH05Lyi2z7nZo
Tu Aashiqui Hai,Vishal-Shekhar,Jhankaar Beats (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171600357,2vuhZrEHS25D8xNQTSvuuj,spotify:track:2vuhZrEHS25D8xNQTSvuuj
Bol Na Halke Halke,Shankar-Ehsaan-Loy,Jhoom Barabar Jhoom,Favorite Songs,Favorite,INY090700151,0u8wprNfOdcWpUlWnfMcpP,spotify:track:0u8wprNfOdcWpUlWnfMcpP
Jine Mera Dil Luteya,Jazzy B,Jine Mera Dil Luteya,Favorite Songs,Favorite,USA560646533,5C8sVogaodxD4RPilP5dR4,spotify:track:5C8sVogaodxD4RPilP5dR4
Jadu Hai Nasha Hai - 2002,Shreya Ghoshal,Jism,Favorite Songs,Favorite,INH100252270,3ezYLk9ned8ITGIPMvfpew,spotify:track:3ezYLk9ned8ITGIPMvfpew
Abhi Abhi,KK,Jism 2,Favorite Songs,Favorite,INS181202148,1tKhy83q8OsdcpZaX9N4Z2,spotify:track:1tKhy83q8OsdcpZaX9N4Z2
Khwaja Mere Khwaja,A.R. Rahman,Jodhaa Akbar (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170709395,4Zuei1UAP5pB5ovra9dnnp,spotify:track:4Zuei1UAP5pB5ovra9dnnp
Lallati Bhandar - Ambabaicha Gondhal,Ajay-Atul,Jogwa (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171300565,0kt9xGWGomC6OGFXkwLY5k,spotify:track:0kt9xGWGomC6OGFXkwLY5k
Move Your Body,Shankar Mahadevan,Johnny Gaddaar,Favorite Songs,Favorite,INS180908070,22HJ4YE3pSe2a5udrDRIWz,spotify:track:22HJ4YE3pSe2a5udrDRIWz
Juti Jharrke,Hardeep Grewal,Juti Jharrke,Favorite Songs,Favorite,FRX201961560,6nzbIajXjDbkUWGK46Okqa,spotify:track:6nzbIajXjDbkUWGK46Okqa
Juttni - Billy X,Billy X,Juttni,Favorite Songs,Favorite,CA5KR1572424,269elyEtLNL3waLbXdEXoA,spotify:track:269elyEtLNL3waLbXdEXoA
Kaam 25 - Sacred Games,DIVINE,Kaam 25 (Sacred Games),Favorite Songs,Favorite,FR59R1811556,6Kynli1iHBqJRWUCohcV9h,spotify:track:6Kynli1iHBqJRWUCohcV9h
Ishq Samundar,Sunidhi Chauhan,Kaante,Favorite Songs,Favorite,INS180241120,26AwzkDNxx9D0KXmBhY0Gd,spotify:track:26AwzkDNxx9D0KXmBhY0Gd
Barsaat,Adnan Sami,Kabhi To Nazar Milao,Favorite Songs,Favorite,INM120000458,30LSzmDNtfH7DPrF6mXZI8,spotify:track:30LSzmDNtfH7DPrF6mXZI8
Lift Karadey,Adnan Sami,Kabhi To Nazar Milao... Jhankar Beats,Favorite Songs,Favorite,INM120100445,1jSITyxOyMX0MMG5DDau4w,spotify:track:1jSITyxOyMX0MMG5DDau4w
Kabhi To Nazar Milao,Adnan Sami,Kabhi To Nazar Milao/Bheegi Bheegi raton Mein,Favorite Songs,Favorite,GBKRT0710669,3bO7PoVn2Med6obuToYBLG,spotify:track:3bO7PoVn2Med6obuToYBLG
Na Tum Jano Na Hum,Lucky Ali,Kaho Naa Pyar Hai,Favorite Songs,Favorite,INH109939990,4xjNRqlboe8KyB6M30pc6i,spotify:track:4xjNRqlboe8KyB6M30pc6i
"Kalakkatha - Club Edit - From ""Ayyappanum Koshiyum""",Diorange,"Kalakkatha - Club Edit (From ""Ayyappanum Koshiyum"")",Favorite Songs,Favorite,INM202310360,3WqyrkfHAPVQS9CAOn0lBS,spotify:track:3WqyrkfHAPVQS9CAOn0lBS
Jiya Dhadak Dhadak Jaye,Rahat Fateh Ali Khan,Kalyug (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INH100510219,4CKi5CijlpT7ljOgLN7ReX,spotify:track:4CKi5CijlpT7ljOgLN7ReX
Om Mangalam,RDB,Kambakkht Ishq,Favorite Songs,Favorite,GBSGZ0900028,1weVzeiAIRAL1aRMEYG7Sn,spotify:track:1weVzeiAIRAL1aRMEYG7Sn
Pehli Baar Mohabbat,Mohit Chauhan,Kaminey,Favorite Songs,Favorite,INS180902829,58xpZwxUpgrnJMTEmvkZMP,spotify:track:58xpZwxUpgrnJMTEmvkZMP
Dhan Te Nan,Sukhwinder Singh,Kaminey,Favorite Songs,Favorite,INS180902828,2BOY77LvMTUOfLcnfFAJGl,spotify:track:2BOY77LvMTUOfLcnfFAJGl
Kana Yaari,Kaifi Khalil,Kana Yaari,Favorite Songs,Favorite,FR10S2244029,7MTUN4bpk7Im3Sxz9oCULf,spotify:track:7MTUN4bpk7Im3Sxz9oCULf
"Kar Har Maidaan Fateh (From ""Sanju"")",Sukhwinder Singh,"Kar Har Maidaan Fateh (From ""Sanju"")",Favorite Songs,Favorite,INS181801360,3FHl1QYu76zguwjqhqcglX,spotify:track:3FHl1QYu76zguwjqhqcglX
Kaththi Theme… The Sword of Destiny,Anirudh Ravichander,Kaththi (Original Motion Picture Soundtrack),Favorite Songs,Favorite,GBSGZ1400178,1m2PQa2vARopdOK8xGVkaX,spotify:track:1m2PQa2vARopdOK8xGVkaX
Dil Dooba,Sonu Nigam,Khakee,Favorite Songs,Favorite,INS180351142,6cUaCs1lKfDOyFKMkBF8ch,spotify:track:6cUaCs1lKfDOyFKMkBF8ch
Aisa Jadoo,Sunidhi Chauhan,Khakee,Favorite Songs,Favorite,INS180351140,3NEW0n3CQRFsmsIOPHcOOK,spotify:track:3NEW0n3CQRFsmsIOPHcOOK
Tu Har Lamha,Bobby-Imran,Khamoshiyan (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171402462,2EPOgSRhA90xWGVtNZwEv8,spotify:track:2EPOgSRhA90xWGVtNZwEv8
Baatein Ye Kabhi Na - Male,Jeet Gannguli,Khamoshiyan (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171402463,0PxMHdQ6bSz9q0eJj3kJzb,spotify:track:0PxMHdQ6bSz9q0eJj3kJzb
Khamoshiyan,Jeet Gannguli,Khamoshiyan (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS171402465,6zCQF5tu7HVwU9shhKqiuF,spotify:track:6zCQF5tu7HVwU9shhKqiuF
Aila Re Aila,Pritam,Khatta Meetha,Favorite Songs,Favorite,INS181006843,02v9KVBgpXJtuHtr99DuMM,spotify:track:02v9KVBgpXJtuHtr99DuMM
Hookah Bar,Himesh Reshammiya,Khiladi 786,Favorite Songs,Favorite,INS181204580,4AoQVhME8Ko6LNm4lV2wwQ,spotify:track:4AoQVhME8Ko6LNm4lV2wwQ
Long Drive,Mika Singh,Khiladi 786,Favorite Songs,Favorite,INS181204578,0sSapNABKrGwgaMhn0p8uL,spotify:track:0sSapNABKrGwgaMhn0p8uL
Balma,Shriram,Khiladi 786,Favorite Songs,Favorite,INS181204577,2AAYoDgYtx5WCAg7Axeg70,spotify:track:2AAYoDgYtx5WCAg7Axeg70
Woh Kisna Hai,Sukhwinder Singh,Kisna (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INT101402292,5Se9PXWc57LRT0zthjI5cG,spotify:track:5Se9PXWc57LRT0zthjI5cG
Fire,Rajesh Roshan,Kites,Favorite Songs,Favorite,INS181005606,7js0TOo7PwrlsrwfiDnpHB,spotify:track:7js0TOo7PwrlsrwfiDnpHB
Dil Kyun Yeh Mera,KK,Kites,Favorite Songs,Favorite,INS181005603,5nHwX7e5XHnie22nuTFgda,spotify:track:5nHwX7e5XHnie22nuTFgda
Chal Bombay,DIVINE,Kohinoor,Favorite Songs,Favorite,INUM71900049,6AooRgSRDzbCYL4NZ4RCjU,spotify:track:6AooRgSRDzbCYL4NZ4RCjU
Kohinoor,DIVINE,Kohinoor,Favorite Songs,Favorite,INUM71900039,1VYMsDdZ3toHtlZxAGS95n,spotify:track:1VYMsDdZ3toHtlZxAGS95n
Its Magic,Taz Stereo Nation,Koi Mil Gaya,Favorite Songs,Favorite,INH102103956,70j74atmIVmVJqUuesfPKU,spotify:track:70j74atmIVmVJqUuesfPKU
"Sorry, Blame It On Me",Akon,Konvicted,Favorite Songs,Favorite,USUM70743018,6m5jURnwGHY1pVw0sJqBBq,spotify:track:6m5jURnwGHY1pVw0sJqBBq
Smack That,Akon,Konvicted,Favorite Songs,Favorite,USUM70609036,3qKGvSu1inEZKwYQnMavNA,spotify:track:3qKGvSu1inEZKwYQnMavNA
Don't Matter,Akon,Konvicted,Favorite Songs,Favorite,USUM70615300,12yGwtB2h9NlzeOKYfVYTF,spotify:track:12yGwtB2h9NlzeOKYfVYTF
Suna Suna,Shreya Ghoshal,Krishna Cottage,Favorite Songs,Favorite,INT131201864,5RdZsV4TuWBCmigRvlWHGv,spotify:track:5RdZsV4TuWBCmigRvlWHGv
Kuch Naa Kaho,Shankar,Kuch Naa Kaho,Favorite Songs,Favorite,INH100351130,5Xl4FfPodAC9D30gKTlfBO,spotify:track:5Xl4FfPodAC9D30gKTlfBO
Ali Maula,Salim–Sulaiman,Kurbaan (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170900430,5HpnLY6fuuYilWgbD5oIC1,spotify:track:5HpnLY6fuuYilWgbD5oIC1
Kya Baat Ay,Harrdy Sandhu,Kya Baat Ay,Favorite Songs,Favorite,INS171806873,1ZaeaGLhFSckG8sv1y7AWk,spotify:track:1ZaeaGLhFSckG8sv1y7AWk
Radha Kaise Na Jale,A.R. Rahman,Lagaan (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170000585,0wnLMEOQlyW3Es1ag0HMVV,spotify:track:0wnLMEOQlyW3Es1ag0HMVV
Agar Main Kahoon,Shankar-Ehsaan-Loy,Lakshya (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170400018,2148snU4pEZT7CgankziXh,spotify:track:2148snU4pEZT7CgankziXh
Main Aisa Kyon Hoon,Shankar-Ehsaan-Loy,Lakshya (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170400017,11ipwX6rA4f5KMTYB7QFXj,spotify:track:11ipwX6rA4f5KMTYB7QFXj
Put Your Head On My Shoulder (Remastered),Paul Anka,Las 66 Favoritas de Jose María Íñigo y José Ramón Pardo. Vol. 1 (1958-1961) [Remastered]],Favorite Songs,Favorite,ES6341100128,3BSjclxC2Idsc5d8LsCJwj,spotify:track:3BSjclxC2Idsc5d8LsCJwj
O Meri Jaan,Pritam,Life In A Metro (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170701313,6qMB7GsJd7L8sqEvQGWQl6,spotify:track:6qMB7GsJd7L8sqEvQGWQl6
In Dino,Pritam,Life In A Metro (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170701311,6YycppSAeGtSvwmu8qCcr2,spotify:track:6YycppSAeGtSvwmu8qCcr2
Baatein Kuch Ankahee,Pritam,Life In A Metro (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170701315,5arambGXhSW6TZUR9L0tSw,spotify:track:5arambGXhSW6TZUR9L0tSw
Alvida,Pritam,Life In A Metro (Original Motion Picture Soundtrack),Favorite Songs,Favorite,INS170701312,7EjatvVN2Y2GjpvKSyWJR4,spotify:track:7EjatvVN2Y2GjpvKSyWJR4
CASTLE OF GLASS,Linkin Park,LIVING THINGS,Favorite Songs,Favorite,USWB11200795,1r1fPuhj9H4VdXr7OK6FL5,spotify:track:1r1fPuhj9H4VdXr7OK6FL5
BURN IT DOWN,Linkin Park,LIVING THINGS,Favorite Songs,Favorite,USWB11200587,7oVEtyuv9NBmnytsCIsY5I,spotify:track:7oVEtyuv9NBmnytsCIsY5I
"Twist (From ""Love Aaj Kal"")",Neeraj Shridhar,Love Aaj Kal,Favorite Songs,Favorite,GBSGZ0900019,2W94YEMyahGhIrsjx35dVQ,spotify:track:2W94YEMyahGhIrsjx35dVQ
"Ajj Din Chadheya (From ""Love Aaj Kal "")",Rahat Fateh Ali Khan,Love Aaj Kal,Favorite Songs,Favorite,GBSGZ0900022,6lHBOxVVbjkmByOjHRC2bA,spotify:track:6lHBOxVVbjkmByOjHRC2bA
"Aahun Aahun (From ""Love Aaj Kal"")",Master Saleem,Love Aaj Kal,Favorite Songs,Favorite,GBSGZ0900018,1WrrcqB5cmqxJIJMcYk6fj,spotify:track:1WrrcqB5cmqxJIJMcYk6fj
"Dooriyan (From ""Love Aaj Kal"")",Mohit Chauhan,Love Aaj Kal,Favorite Songs,Favorite,GBSGZ0900021,4peiaLdhDgUgQ646Gpbvh3,spotify:track:4peiaLdhDgUgQ646Gpbvh3
"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,Love Forever With Arijit Singh,Favorite Songs,Favorite,INS181501796,2FCXQHugkoHE1K3tiDu8pu,spotify:track:2FCXQHugkoHE1K3tiDu8pu
Sapnon Se Bhare Naina,Shankar Mahadevan,Luck By Chance,Favorite Songs,Favorite,INS180908150,6BMvC9tcX7ZZATrou342hk,spotify:track:6BMvC9tcX7ZZATrou342hk
Baawre,Shankar Mahadevan,Luck By Chance,Favorite Songs,Favorite,INS180908147,77CwFcxkvpGOc86zVEATWO,spotify:track:77CwFcxkvpGOc86zVEATWO
Sun Zara,Sonu Nigam,Lucky: No Time For Love,Favorite Songs,Favorite,INS180500042,02euTcoCdu3gvfF6ArEvZU,spotify:track:02euTcoCdu3gvfF6ArEvZU
Chori Chori,Alka Yagnik,Lucky: No Time For Love,Favorite Songs,Favorite,INS180500044,1x7T34ntvHETqgVeYVK2Jm,spotify:track:1x7T34ntvHETqgVeYVK2Jm
Made in India,Alisha Chinai,Made in India,Favorite Songs,Favorite,INM129500345,6NVGAoLnJaooF97t8Kgs78,spotify:track:6NVGAoLnJaooF97t8Kgs78
Low (feat. T-Pain),Flo Rida,Mail on Sunday,Favorite Songs,Favorite,USAT20705841,0CAfXk7DXMnon4gLudAp7J,spotify:track:0CAfXk7DXMnon4gLudAp7J
